# timestamps [seconds],pts
10106.243081,1183171
10106.251122,1183698
10106.259103,1184221
10106.266931,1184734
10106.275019,1185264
10106.283031,1185789
10106.291247,1186327
10106.299067,1186840
10106.307063,1187364
10106.318942,1188142
10106.327005,1188671
10106.335087,1189200
10106.343067,1189723
10106.350920,1190238
10106.359247,1190784
10106.366921,1191287
10106.374929,1191811
10106.382952,1192337
10106.391077,1192870
10106.402926,1193646
10106.411083,1194181
10106.419260,1194717
10106.427086,1195230
10106.435161,1195759
10106.443297,1196292
10106.450949,1196793
10106.459137,1197330
10106.467039,1197848
10106.475035,1198372
10106.487052,1199159
10106.495182,1199692
10106.503050,1200208
10106.511258,1200746
10106.518857,1201244
10106.527104,1201784
10106.535232,1202317
10106.543133,1202835
10106.550947,1203347
10106.558987,1203874
10106.570907,1204655
10106.578899,1205179
10106.586918,1205704
10106.594994,1206233
10106.603264,1206775
10106.611233,1207298
10106.619091,1207813
10106.627141,1208340
10106.635019,1208856
10106.643148,1209389
10106.655002,1210166
10106.663114,1210698
10106.671288,1211233
10106.679082,1211744
10106.687075,1212268
10106.695192,1212800
10106.703243,1213328
10106.711113,1213843
10106.718841,1214350
10106.727134,1214893
10106.739037,1215673
10106.746875,1216187
10106.754874,1216711
10106.762859,1217234
10106.770903,1217762
10106.778917,1218287
10106.787042,1218819
10106.795170,1219352
10106.802987,1219864
10106.811097,1220396
10106.823006,1221176
10106.830946,1221697
10106.838986,1222223
10106.846979,1222747
10106.855135,1223282
10106.863045,1223800
10106.871146,1224331
10106.879035,1224848
10106.887039,1225373
10106.894937,1225890
10106.907287,1226700
10106.914952,1227202
10106.923030,1227731
10106.930913,1228248
10106.939131,1228786
10106.946896,1229295
10106.954840,1229816
10106.962903,1230344
10106.970920,1230870
10106.979010,1231400
10106.991022,1232187
10106.999211,1232724
10107.007210,1233248
10107.015160,1233769
10107.023007,1234283
10107.035180,1235081
10107.041062,1235467
10107.047063,1235860
10107.055014,1236381
10107.063027,1236906
10107.075022,1237692
10107.083181,1238227
10107.095192,1239014
10107.098989,1239263
10107.106996,1239787
10107.115177,1240324
10107.122938,1240832
10107.130908,1241355
10107.138960,1241882
10107.146874,1242401
